,Adj Close,Close,High,Low,Open,Volume
2008-11-24,851.81,851.81,865.6,801.2,801.2,7879440000.0
2008-11-25,857.39,857.39,868.94,834.99,853.4,6952700000.0
2008-11-26,887.68,887.68,887.68,841.37,852.9,5793260000.0
2008-11-28,896.24,896.24,896.25,881.21,886.89,2740860000.0
2008-12-01,816.21,816.21,888.61,815.69,888.61,6052010000.0
2008-12-02,848.81,848.81,850.54,817.94,817.94,6170100000.0
2008-12-03,870.74,870.74,873.12,827.6,843.6,6221880000.0
2008-12-04,845.22,845.22,875.6,833.6,869.75,5860390000.0
2008-12-05,876.07,876.07,879.42,818.41,844.43,6165370000.0
2008-12-08,909.7,909.7,918.57,882.71,882.71,6553600000.0
2008-12-09,888.67,888.67,916.26,885.38,906.48,5693110000.0
2008-12-10,899.24,899.24,908.27,885.45,892.17,5942130000.0
2008-12-11,873.59,873.59,904.63,868.73,898.35,5513840000.0
2008-12-12,879.73,879.73,883.24,851.35,871.79,5959590000.0
2008-12-15,868.57,868.57,884.63,857.72,881.07,4982390000.0
2008-12-16,913.18,913.18,914.66,871.53,871.53,6009780000.0
2008-12-17,904.42,904.42,918.85,895.94,908.16,5907380000.0
2008-12-18,885.28,885.28,911.02,877.44,905.98,5675000000.0
2008-12-19,887.88,887.88,905.47,883.02,886.96,6705310000.0
2008-12-22,871.63,871.63,887.37,857.09,887.2,4869850000.0
2008-12-23,863.16,863.16,880.44,860.1,874.31,4051970000.0
2008-12-24,868.15,868.15,869.79,861.44,863.87,1546550000.0
2008-12-26,872.8,872.8,873.74,866.52,869.51,1880050000.0
2008-12-29,869.42,869.42,873.7,857.07,872.37,3323430000.0
2008-12-30,890.64,890.64,891.12,870.58,870.58,3627800000.0
2008-12-31,903.25,903.25,910.32,889.67,890.59,4172940000.0
2009-01-02,931.8,931.8,934.73,899.35,902.99,4048270000.0
2009-01-05,927.45,927.45,936.63,919.53,929.17,5413910000.0
2009-01-06,934.7,934.7,943.85,927.28,931.17,5392620000.0
2009-01-07,906.65,906.65,927.45,902.37,927.45,4704940000.0
2009-01-08,909.73,909.73,910.0,896.81,905.73,4991550000.0
2009-01-09,890.35,890.35,911.93,888.31,909.91,4716500000.0
2009-01-12,870.26,870.26,890.4,864.32,890.4,4725050000.0
2009-01-13,871.79,871.79,877.02,862.02,869.79,5567460000.0
2009-01-14,842.62,842.62,867.28,836.93,867.28,5407880000.0
2009-01-15,843.74,843.74,851.59,817.04,841.99,7807350000.0
2009-01-16,850.12,850.12,858.13,830.66,844.45,6786040000.0
2009-01-20,805.22,805.22,849.64,804.47,849.64,6375230000.0
2009-01-21,840.24,840.24,841.72,804.3,806.77,6467830000.0
2009-01-22,827.5,827.5,839.74,811.29,839.74,5843830000.0
2009-01-23,831.95,831.95,838.61,806.07,822.16,5832160000.0
2009-01-26,836.57,836.57,852.53,827.69,832.5,6039940000.0
2009-01-27,845.71,845.71,850.45,835.4,837.3,5353260000.0
2009-01-28,874.09,874.09,877.86,845.73,845.73,6199180000.0
2009-01-29,845.14,845.14,868.89,844.15,868.89,5067060000.0
2009-01-30,825.88,825.88,851.66,821.67,845.69,5350580000.0
2009-02-02,825.44,825.44,830.78,812.87,823.09,5673270000.0
2009-02-03,838.51,838.51,842.6,821.98,825.69,5886310000.0
2009-02-04,832.23,832.23,851.85,829.18,837.77,6420450000.0
2009-02-05,845.85,845.85,850.55,819.91,831.75,6624030000.0
2009-02-06,868.6,868.6,870.75,845.42,846.09,6484100000.0
2009-02-09,869.89,869.89,875.01,861.65,868.24,5574370000.0
2009-02-10,827.16,827.16,868.05,822.99,866.87,6770170000.0
2009-02-11,833.74,833.74,838.22,822.3,827.41,5926460000.0
2009-02-12,835.19,835.19,835.48,808.06,829.91,6476460000.0
2009-02-13,826.84,826.84,839.43,825.21,833.95,5296650000.0
2009-02-17,789.17,789.17,818.61,789.17,818.61,5907820000.0
2009-02-18,788.42,788.42,796.17,780.43,791.06,5740710000.0
2009-02-19,778.94,778.94,797.58,777.03,787.91,5746940000.0
2009-02-20,770.05,770.05,778.69,754.25,775.87,8210590000.0
2009-02-23,743.33,743.33,777.85,742.37,773.25,6509300000.0
2009-02-24,773.14,773.14,775.49,744.69,744.69,7234490000.0
2009-02-25,764.9,764.9,780.12,752.89,770.64,7483640000.0
2009-02-26,752.83,752.83,779.42,751.75,765.76,7599970000.0
2009-02-27,735.09,735.09,751.27,734.52,749.93,8926480000.0
2009-03-02,700.82,700.82,729.57,699.7,729.57,7868290000.0
2009-03-03,696.33,696.33,711.67,692.3,704.44,7583230000.0
2009-03-04,712.87,712.87,724.12,698.6,698.6,7673620000.0
2009-03-05,682.55,682.55,708.27,677.93,708.27,7507250000.0
2009-03-06,683.38,683.38,699.09,666.79,684.04,7331830000.0
2009-03-09,676.53,676.53,695.27,672.88,680.76,7277320000.0
2009-03-10,719.6,719.6,719.6,679.28,679.28,8618330000.0
2009-03-11,721.36,721.36,731.92,713.85,719.59,7287810000.0
2009-03-12,750.74,750.74,752.63,714.76,720.89,7326630000.0
2009-03-13,756.55,756.55,758.29,742.46,751.97,6787090000.0
2009-03-16,753.89,753.89,774.53,753.37,758.84,7883540000.0
2009-03-17,778.12,778.12,778.12,749.93,753.88,6156800000.0
2009-03-18,794.35,794.35,803.04,765.64,776.01,9098450000.0
2009-03-19,784.04,784.04,803.24,781.82,797.92,9033870000.0
2009-03-20,768.54,768.54,788.91,766.2,784.58,7643720000.0
2009-03-23,822.92,822.92,823.37,772.31,772.31,7715770000.0
2009-03-24,806.12,806.12,823.65,805.48,820.6,6767980000.0
2009-03-25,813.88,813.88,826.78,791.37,806.81,7687180000.0
2009-03-26,832.86,832.86,832.98,814.06,814.06,6992960000.0
2009-03-27,815.94,815.94,828.68,813.43,828.68,5600210000.0
2009-03-30,787.53,787.53,809.07,779.81,809.07,5912660000.0
2009-03-31,797.87,797.87,810.48,790.88,790.88,6089100000.0
2009-04-01,811.08,811.08,813.62,783.32,793.59,6034140000.0
2009-04-02,834.38,834.38,845.61,814.53,814.53,7542810000.0
2009-04-03,842.5,842.5,842.5,826.7,835.13,5855640000.0
2009-04-06,835.48,835.48,839.75,822.79,839.75,6210000000.0
2009-04-07,815.55,815.55,834.12,814.53,834.12,5155580000.0
2009-04-08,825.16,825.16,828.42,814.84,816.76,5938460000.0
2009-04-09,856.56,856.56,856.91,829.29,829.29,7600710000.0
2009-04-13,858.73,858.73,864.31,845.35,855.33,6434890000.0
2009-04-14,841.5,841.5,856.88,840.25,856.88,7569840000.0
2009-04-15,852.06,852.06,852.93,835.58,839.44,6241100000.0
2009-04-16,865.3,865.3,870.35,847.04,854.54,6598670000.0
2009-04-17,869.6,869.6,875.63,860.87,865.18,7352010000.0
2009-04-20,832.39,832.39,868.27,832.39,868.27,6973960000.0
2009-04-21,850.08,850.08,850.09,826.83,831.25,7436490000.0
2009-04-22,843.55,843.55,861.78,840.57,847.26,7327860000.0
2009-04-23,851.92,851.92,852.87,835.45,844.62,6563100000.0
2009-04-24,866.23,866.23,871.8,853.91,853.91,7114440000.0
2009-04-27,857.51,857.51,868.83,854.65,862.82,5613460000.0
2009-04-28,855.16,855.16,864.48,847.12,854.48,6328000000.0
2009-04-29,873.64,873.64,882.06,856.85,856.85,6101620000.0
2009-04-30,872.81,872.81,888.7,868.51,876.59,6862540000.0
2009-05-01,877.52,877.52,880.48,866.1,872.74,5312170000.0
2009-05-04,907.24,907.24,907.85,879.21,879.21,7038840000.0
2009-05-05,903.8,903.8,907.7,897.34,906.1,6882860000.0
2009-05-06,919.53,919.53,920.28,903.95,903.95,8555040000.0
2009-05-07,907.39,907.39,929.58,901.36,919.58,9120100000.0
2009-05-08,929.23,929.23,930.17,909.03,909.03,8163280000.0
2009-05-11,909.24,909.24,922.99,908.68,922.99,6150600000.0
2009-05-12,908.35,908.35,915.57,896.46,910.52,6871750000.0
2009-05-13,883.92,883.92,905.4,882.8,905.4,7091820000.0
2009-05-14,893.07,893.07,898.36,882.52,884.24,6134870000.0
2009-05-15,882.88,882.88,896.97,878.94,892.76,5439720000.0
2009-05-18,909.71,909.71,910.0,886.07,886.07,5702150000.0
2009-05-19,908.13,908.13,916.39,905.22,909.67,6616270000.0
2009-05-20,903.47,903.47,924.6,901.37,908.62,8205060000.0
2009-05-21,888.33,888.33,900.42,879.61,900.42,6019840000.0
2009-05-22,887.0,887.0,896.65,883.75,888.68,5155320000.0
2009-05-26,910.33,910.33,911.76,881.46,887.0,5667050000.0
2009-05-27,893.06,893.06,913.84,891.87,909.95,5698800000.0
2009-05-28,906.83,906.83,909.45,887.6,892.96,5738980000.0
2009-05-29,919.14,919.14,920.02,903.56,907.02,6050420000.0
2009-06-01,942.87,942.87,947.77,923.26,923.26,6370440000.0
2009-06-02,944.74,944.74,949.38,938.46,942.87,5987340000.0
2009-06-03,931.76,931.76,942.51,923.85,942.51,5323770000.0
2009-06-04,942.46,942.46,942.47,929.32,932.49,5352890000.0
2009-06-05,940.09,940.09,951.69,934.13,945.67,5277910000.0
2009-06-08,939.14,939.14,946.33,926.44,938.12,4483430000.0
2009-06-09,942.43,942.43,946.92,936.15,940.35,4439950000.0
2009-06-10,939.15,939.15,949.77,927.97,942.73,5379420000.0
2009-06-11,944.89,944.89,956.23,939.04,939.04,5500840000.0
2009-06-12,946.21,946.21,946.3,935.66,943.44,4528120000.0
2009-06-15,923.72,923.72,942.45,919.65,942.45,4697880000.0
2009-06-16,911.97,911.97,928.0,911.6,925.6,4951200000.0
2009-06-17,910.71,910.71,918.44,903.78,911.89,5523650000.0
2009-06-18,918.37,918.37,921.93,907.94,910.86,4684010000.0
2009-06-19,921.23,921.23,927.09,915.8,919.96,5713390000.0
2009-06-22,893.04,893.04,918.13,893.04,918.13,4903940000.0
2009-06-23,895.1,895.1,898.69,888.86,893.46,5071020000.0
2009-06-24,900.94,900.94,910.85,896.31,896.31,4636720000.0
2009-06-25,920.26,920.26,921.42,896.27,899.45,4911240000.0
2009-06-26,918.9,918.9,922.0,913.03,918.84,6076660000.0
2009-06-29,927.23,927.23,927.99,916.18,919.86,4211760000.0
2009-06-30,919.32,919.32,930.01,912.86,927.15,4627570000.0
2009-07-01,923.33,923.33,931.92,920.82,920.82,3919400000.0
2009-07-02,896.42,896.42,921.24,896.42,921.24,3931000000.0
2009-07-06,898.72,898.72,898.72,886.36,894.27,4712580000.0
2009-07-07,881.03,881.03,898.6,879.93,898.6,4673300000.0
2009-07-08,879.56,879.56,886.8,869.32,881.9,5721780000.0
2009-07-09,882.68,882.68,887.86,878.45,881.28,4347170000.0
2009-07-10,879.13,879.13,883.57,872.81,880.03,3912080000.0
2009-07-13,901.05,901.05,901.05,875.32,879.57,4499440000.0
2009-07-14,905.84,905.84,905.84,896.5,900.77,4149030000.0
2009-07-15,932.68,932.68,933.95,910.15,910.15,5238830000.0
2009-07-16,940.74,940.74,943.96,927.45,930.17,4898640000.0
2009-07-17,940.38,940.38,941.89,934.65,940.56,5141380000.0
2009-07-20,951.13,951.13,951.62,940.99,942.07,4853150000.0
2009-07-21,954.58,954.58,956.53,943.22,951.97,5309300000.0
2009-07-22,954.07,954.07,959.83,947.75,953.4,4634100000.0
2009-07-23,976.29,976.29,979.42,953.27,954.07,5761650000.0
2009-07-24,979.26,979.26,979.79,965.95,972.16,4458300000.0
2009-07-27,982.18,982.18,982.49,972.29,978.63,4631290000.0
2009-07-28,979.62,979.62,982.35,969.35,981.48,5490350000.0
2009-07-29,975.15,975.15,977.76,968.65,977.66,5178770000.0
2009-07-30,986.75,986.75,996.68,976.01,976.01,6035180000.0
2009-07-31,987.48,987.48,993.18,982.85,986.8,5139070000.0
2009-08-03,1002.63,1002.63,1003.61,990.22,990.22,5603440000.0
2009-08-04,1005.65,1005.65,1007.12,996.68,1001.41,5713700000.0
2009-08-05,1002.72,1002.72,1006.64,994.31,1005.41,7242120000.0
2009-08-06,997.08,997.08,1008.0,992.49,1004.06,6753380000.0
2009-08-07,1010.48,1010.48,1018.0,999.83,999.83,6827090000.0
2009-08-10,1007.1,1007.1,1010.12,1000.99,1008.89,5406080000.0
2009-08-11,994.35,994.35,1005.77,992.4,1005.77,5773160000.0
2009-08-12,1005.81,1005.81,1012.78,993.36,994.0,5498170000.0
2009-08-13,1012.73,1012.73,1013.14,1000.82,1005.86,5250660000.0
2009-08-14,1004.09,1004.09,1012.6,994.6,1012.23,4940750000.0
2009-08-17,979.73,979.73,998.18,978.51,998.18,4088570000.0
2009-08-18,989.67,989.67,991.2,980.62,980.62,4198970000.0
2009-08-19,996.46,996.46,999.61,980.62,986.88,4257000000.0
2009-08-20,1007.37,1007.37,1008.92,996.39,996.41,4893160000.0
2009-08-21,1026.13,1026.13,1027.59,1009.06,1009.06,5885550000.0
2009-08-24,1025.57,1025.57,1035.82,1022.48,1026.59,6302450000.0
2009-08-25,1028.0,1028.0,1037.75,1026.21,1026.63,5768740000.0
2009-08-26,1028.12,1028.12,1032.47,1021.57,1027.35,5080060000.0
2009-08-27,1030.98,1030.98,1033.33,1016.2,1027.81,5785880000.0
2009-08-28,1028.93,1028.93,1039.47,1023.13,1031.62,5785780000.0
2009-08-31,1020.62,1020.62,1025.21,1014.62,1025.21,5004560000.0
2009-09-01,998.04,998.04,1028.45,996.28,1019.52,6862360000.0
2009-09-02,994.75,994.75,1000.34,991.97,996.07,5842730000.0
2009-09-03,1003.24,1003.24,1003.43,992.25,996.12,4624280000.0
2009-09-04,1016.4,1016.4,1016.48,1001.65,1003.84,4097370000.0
2009-09-08,1025.39,1025.39,1026.07,1018.67,1018.67,5235160000.0
2009-09-09,1033.37,1033.37,1036.34,1023.97,1025.36,5202550000.0
2009-09-10,1044.14,1044.14,1044.14,1028.04,1032.99,5191380000.0
2009-09-11,1042.73,1042.73,1048.18,1038.4,1043.92,4922600000.0
2009-09-14,1049.34,1049.34,1049.74,1035.0,1040.15,4979610000.0
2009-09-15,1052.63,1052.63,1056.04,1043.42,1049.03,6185620000.0
2009-09-16,1068.76,1068.76,1068.76,1052.87,1053.99,6793530000.0
2009-09-17,1065.49,1065.49,1074.77,1061.2,1067.87,6668110000.0
2009-09-18,1068.3,1068.3,1071.52,1064.27,1066.6,5607970000.0
2009-09-21,1064.66,1064.66,1067.28,1057.46,1067.14,4615280000.0
2009-09-22,1071.66,1071.66,1073.81,1066.35,1066.35,5246600000.0
2009-09-23,1060.87,1060.87,1080.15,1060.39,1072.69,5531930000.0
2009-09-24,1050.78,1050.78,1066.29,1045.85,1062.56,5505610000.0
2009-09-25,1044.38,1044.38,1053.47,1041.17,1049.48,4507090000.0
2009-09-28,1062.98,1062.98,1065.13,1045.38,1045.38,3726950000.0
2009-09-29,1060.61,1060.61,1069.62,1057.83,1063.69,4949900000.0
2009-09-30,1057.08,1057.08,1063.4,1046.47,1061.02,5998860000.0
2009-10-01,1029.85,1029.85,1054.91,1029.45,1054.91,5791450000.0
2009-10-02,1025.21,1025.21,1030.6,1019.95,1029.71,5583240000.0
2009-10-05,1040.46,1040.46,1042.58,1025.92,1026.87,4313310000.0
2009-10-06,1054.72,1054.72,1060.55,1042.02,1042.02,5029840000.0
2009-10-07,1057.58,1057.58,1058.02,1050.1,1053.65,4238220000.0
2009-10-08,1065.48,1065.48,1070.67,1060.03,1060.03,4988400000.0
2009-10-09,1071.49,1071.49,1071.51,1063.0,1065.28,3763780000.0
2009-10-12,1076.19,1076.19,1079.46,1071.63,1071.63,3710430000.0
2009-10-13,1073.19,1073.19,1075.3,1066.71,1074.96,4320480000.0
2009-10-14,1092.02,1092.02,1093.17,1078.68,1078.68,5406420000.0
2009-10-15,1096.56,1096.56,1096.56,1086.41,1090.36,5369780000.0
2009-10-16,1087.68,1087.68,1094.67,1081.53,1094.67,4894740000.0
2009-10-19,1097.91,1097.91,1100.17,1086.48,1088.22,4619240000.0
2009-10-20,1091.06,1091.06,1098.64,1086.16,1098.64,5396930000.0
2009-10-21,1081.4,1081.4,1101.36,1080.77,1090.36,5616290000.0
2009-10-22,1092.91,1092.91,1095.21,1074.31,1080.96,5192410000.0
2009-10-23,1079.6,1079.6,1095.83,1075.49,1095.62,4767460000.0
2009-10-26,1066.95,1066.95,1091.75,1065.23,1080.36,6363380000.0
2009-10-27,1063.41,1063.41,1072.48,1060.62,1067.54,5337380000.0
2009-10-28,1042.63,1042.63,1063.26,1042.19,1061.51,6600350000.0
2009-10-29,1066.11,1066.11,1066.83,1043.69,1043.69,5595040000.0
2009-10-30,1036.19,1036.19,1065.41,1033.38,1065.41,6512420000.0
2009-11-02,1042.88,1042.88,1052.18,1029.38,1036.18,6202640000.0
2009-11-03,1045.41,1045.41,1046.36,1033.94,1040.92,5487500000.0
2009-11-04,1046.5,1046.5,1061.0,1045.15,1047.14,5635510000.0
2009-11-05,1066.63,1066.63,1066.65,1047.3,1047.3,4848350000.0
2009-11-06,1069.3,1069.3,1071.48,1059.32,1064.95,4277130000.0
2009-11-09,1093.08,1093.08,1093.19,1072.31,1072.31,4460030000.0
2009-11-10,1093.01,1093.01,1096.42,1087.4,1091.86,4394770000.0
2009-11-11,1098.51,1098.51,1105.37,1093.81,1096.04,4286700000.0
2009-11-12,1087.24,1087.24,1101.97,1084.9,1098.31,4160250000.0
2009-11-13,1093.48,1093.48,1097.79,1085.33,1087.59,3792610000.0
2009-11-16,1109.3,1109.3,1113.69,1094.13,1094.13,4565850000.0
2009-11-17,1110.32,1110.32,1110.52,1102.19,1109.22,3824070000.0
2009-11-18,1109.8,1109.8,1111.1,1102.7,1109.44,4293340000.0
2009-11-19,1094.9,1094.9,1106.44,1088.4,1106.44,4178030000.0
2009-11-20,1091.38,1091.38,1094.66,1086.81,1094.66,3751230000.0
2009-11-23,1106.24,1106.24,1112.38,1094.86,1094.86,3827920000.0
2009-11-24,1105.65,1105.65,1107.56,1097.63,1105.83,3700820000.0
2009-11-25,1110.63,1110.63,1111.18,1104.75,1106.49,3036350000.0
2009-11-27,1091.49,1091.49,1105.47,1083.74,1105.47,2362910000.0
2009-11-30,1095.63,1095.63,1097.24,1086.25,1091.07,3895520000.0
2009-12-01,1108.86,1108.86,1112.28,1098.89,1098.89,4249310000.0
2009-12-02,1109.24,1109.24,1115.58,1105.29,1109.03,3941340000.0
2009-12-03,1099.92,1099.92,1117.28,1098.74,1110.59,4810030000.0
2009-12-04,1105.98,1105.98,1119.13,1096.52,1100.43,5781140000.0
2009-12-07,1103.25,1103.25,1110.72,1100.83,1105.52,4103360000.0
2009-12-08,1091.94,1091.94,1103.04,1088.61,1103.04,4748030000.0
2009-12-09,1095.95,1095.95,1097.04,1085.89,1091.07,4115410000.0
2009-12-10,1102.35,1102.35,1106.25,1098.69,1098.69,3996490000.0
2009-12-11,1106.41,1106.41,1108.5,1101.34,1103.96,3791090000.0
2009-12-14,1114.11,1114.11,1114.76,1107.84,1107.84,4548490000.0
2009-12-15,1107.93,1107.93,1114.11,1105.35,1114.11,5045100000.0
2009-12-16,1109.18,1109.18,1116.21,1107.96,1108.61,4829820000.0
2009-12-17,1096.08,1096.08,1106.36,1095.88,1106.36,7615070000.0
2009-12-18,1102.47,1102.47,1103.74,1093.88,1097.86,6325890000.0
2009-12-21,1114.05,1114.05,1117.68,1105.31,1105.31,3977340000.0
2009-12-22,1118.02,1118.02,1120.27,1114.51,1114.51,3641130000.0
2009-12-23,1120.59,1120.59,1121.58,1116.0,1118.84,3166870000.0
2009-12-24,1126.48,1126.48,1126.48,1121.08,1121.08,1267710000.0
2009-12-28,1127.78,1127.78,1130.38,1123.51,1127.53,2716400000.0
2009-12-29,1126.2,1126.2,1130.38,1126.08,1128.55,2491020000.0
2009-12-30,1126.42,1126.42,1126.42,1121.94,1125.53,2277300000.0
2009-12-31,1115.1,1115.1,1127.64,1114.81,1126.6,2076990000.0
2010-01-04,1132.99,1132.99,1133.87,1116.56,1116.56,3991400000.0
2010-01-05,1136.52,1136.52,1136.63,1129.66,1132.66,2491020000.0
2010-01-06,1137.14,1137.14,1139.19,1133.95,1135.71,4972660000.0
2010-01-07,1141.69,1141.69,1142.46,1131.32,1136.27,5270680000.0
2010-01-08,1144.98,1144.98,1145.39,1136.22,1140.52,4389590000.0
2010-01-11,1146.98,1146.98,1149.74,1142.02,1145.96,4255780000.0
2010-01-12,1136.22,1136.22,1143.81,1131.77,1143.81,4716160000.0
2010-01-13,1145.68,1145.68,1148.4,1133.18,1137.31,4170360000.0
2010-01-14,1148.46,1148.46,1150.41,1143.8,1145.68,3915200000.0
2010-01-15,1136.03,1136.03,1147.77,1131.39,1147.72,4758730000.0
2010-01-19,1150.23,1150.23,1150.45,1135.77,1136.03,4724830000.0
2010-01-20,1138.04,1138.04,1147.95,1129.25,1147.95,4810560000.0
2010-01-21,1116.48,1116.48,1141.58,1114.84,1138.68,6874290000.0
2010-01-22,1091.76,1091.76,1115.49,1090.18,1115.49,6208650000.0
2010-01-25,1096.78,1096.78,1102.97,1092.4,1092.4,4481390000.0
2010-01-26,1092.17,1092.17,1103.69,1089.86,1095.8,4731910000.0
2010-01-27,1097.5,1097.5,1099.51,1083.11,1091.94,5319120000.0
2010-01-28,1084.53,1084.53,1100.22,1078.46,1096.93,5452400000.0
2010-01-29,1073.87,1073.87,1096.45,1071.59,1087.61,5412850000.0
2010-02-01,1089.19,1089.19,1089.38,1073.89,1073.89,4077610000.0
2010-02-02,1103.32,1103.32,1104.73,1087.96,1090.05,4749540000.0
2010-02-03,1097.28,1097.28,1102.72,1093.97,1100.67,4285450000.0
2010-02-04,1063.11,1063.11,1097.25,1062.78,1097.25,5859690000.0
2010-02-05,1066.19,1066.19,1067.13,1044.5,1064.12,6438900000.0
2010-02-08,1056.74,1056.74,1071.2,1056.51,1065.51,4089820000.0
2010-02-09,1070.52,1070.52,1079.28,1060.06,1060.06,5114260000.0
2010-02-10,1068.13,1068.13,1073.67,1059.34,1069.68,4251450000.0
2010-02-11,1078.47,1078.47,1080.04,1060.59,1067.1,4400870000.0
2010-02-12,1075.51,1075.51,1077.81,1062.97,1075.95,4160680000.0
2010-02-16,1094.87,1094.87,1095.67,1079.13,1079.13,4080770000.0
2010-02-17,1099.51,1099.51,1101.03,1094.72,1096.14,4259230000.0
2010-02-18,1106.75,1106.75,1108.24,1097.48,1099.03,3878620000.0
2010-02-19,1109.17,1109.17,1112.42,1100.8,1105.49,3944280000.0
2010-02-22,1108.01,1108.01,1112.29,1105.38,1110.0,3814440000.0
2010-02-23,1094.6,1094.6,1108.58,1092.18,1107.49,4521050000.0
2010-02-24,1105.24,1105.24,1106.42,1095.5,1095.89,4168360000.0
2010-02-25,1102.94,1102.94,1103.5,1086.02,1101.24,4521130000.0
2010-02-26,1104.49,1104.49,1107.24,1097.56,1103.1,3945190000.0
2010-03-01,1115.71,1115.71,1116.11,1105.36,1105.36,3847640000.0
2010-03-02,1118.31,1118.31,1123.46,1116.51,1117.01,4134680000.0
2010-03-03,1118.79,1118.79,1125.64,1116.58,1119.36,3951320000.0
2010-03-04,1122.97,1122.97,1123.73,1116.66,1119.12,3945010000.0
2010-03-05,1138.7,1138.7,1139.38,1125.12,1125.12,4133000000.0
2010-03-08,1138.5,1138.5,1141.05,1136.77,1138.4,3774680000.0
2010-03-09,1140.45,1140.45,1145.37,1134.9,1137.56,5185570000.0
2010-03-10,1145.61,1145.61,1148.26,1140.09,1140.22,5469120000.0
2010-03-11,1150.24,1150.24,1150.24,1138.99,1143.96,4669060000.0
2010-03-12,1149.99,1149.99,1153.41,1146.97,1151.71,4928160000.0
2010-03-15,1150.51,1150.51,1150.98,1141.45,1148.53,4164110000.0
2010-03-16,1159.46,1159.46,1160.28,1150.35,1150.83,4369770000.0
2010-03-17,1166.21,1166.21,1169.84,1159.94,1159.94,4963200000.0
2010-03-18,1165.83,1165.83,1167.77,1161.16,1166.13,4234510000.0
2010-03-19,1159.9,1159.9,1169.2,1155.33,1166.68,5212410000.0
2010-03-22,1165.81,1165.81,1167.82,1152.88,1157.25,4261680000.0
2010-03-23,1174.17,1174.17,1174.72,1163.83,1166.47,4411640000.0
2010-03-24,1167.72,1167.72,1173.04,1166.01,1172.7,4705750000.0
2010-03-25,1165.73,1165.73,1180.69,1165.09,1170.03,5668900000.0
2010-03-26,1166.59,1166.59,1173.93,1161.48,1167.58,4708420000.0
2010-03-29,1173.22,1173.22,1174.85,1167.71,1167.71,4375580000.0
2010-03-30,1173.27,1173.27,1177.83,1168.92,1173.75,4085000000.0
2010-03-31,1169.43,1169.43,1174.56,1165.77,1171.75,4484340000.0
2010-04-01,1178.1,1178.1,1181.43,1170.69,1171.23,4006870000.0
2010-04-05,1187.44,1187.44,1187.73,1178.71,1178.71,3881620000.0
2010-04-06,1189.44,1189.44,1191.8,1182.77,1186.01,4086180000.0
2010-04-07,1182.45,1182.45,1189.6,1177.25,1188.23,5101430000.0
2010-04-08,1186.44,1186.44,1188.55,1175.12,1181.75,4726970000.0
2010-04-09,1194.37,1194.37,1194.66,1187.15,1187.47,4511570000.0
2010-04-12,1196.48,1196.48,1199.2,1194.71,1194.94,4607090000.0
2010-04-13,1197.3,1197.3,1199.04,1188.82,1195.94,5403580000.0
2010-04-14,1210.65,1210.65,1210.65,1198.69,1198.69,5760040000.0
2010-04-15,1211.67,1211.67,1213.92,1208.5,1210.77,5995330000.0
2010-04-16,1192.13,1192.13,1210.17,1186.77,1210.17,8108470000.0
2010-04-19,1197.52,1197.52,1197.87,1183.68,1192.06,6597740000.0
2010-04-20,1207.17,1207.17,1208.58,1199.04,1199.04,5316590000.0
2010-04-21,1205.94,1205.94,1210.99,1198.85,1207.16,5724310000.0
2010-04-22,1208.67,1208.67,1210.27,1190.19,1202.52,6035780000.0
2010-04-23,1217.28,1217.28,1217.28,1205.1,1207.87,5326060000.0
2010-04-26,1212.05,1212.05,1219.8,1211.07,1217.07,5647760000.0
2010-04-27,1183.71,1183.71,1211.38,1181.62,1209.92,7454540000.0
2010-04-28,1191.36,1191.36,1195.05,1181.81,1184.59,6342310000.0
2010-04-29,1206.78,1206.78,1209.36,1193.3,1193.3,6059410000.0
2010-04-30,1186.69,1186.69,1207.99,1186.32,1206.77,6048260000.0
2010-05-03,1202.26,1202.26,1205.13,1188.58,1188.58,4938050000.0
2010-05-04,1173.6,1173.6,1197.5,1168.12,1197.5,6594720000.0
2010-05-05,1165.87,1165.87,1175.95,1158.15,1169.24,6795940000.0
2010-05-06,1128.15,1128.15,1167.58,1065.79,1164.38,10617810000.0
2010-05-07,1110.88,1110.88,1135.13,1094.15,1127.04,9472910000.0
2010-05-10,1159.73,1159.73,1163.85,1122.27,1122.27,6893700000.0
2010-05-11,1155.79,1155.79,1170.48,1147.71,1156.39,5842550000.0
2010-05-12,1171.67,1171.67,1172.87,1155.43,1155.43,5225460000.0
2010-05-13,1157.44,1157.44,1173.57,1156.14,1170.04,4870640000.0
2010-05-14,1135.68,1135.68,1157.19,1126.14,1157.19,6126400000.0
2010-05-17,1136.94,1136.94,1141.88,1114.96,1136.52,5922920000.0
2010-05-18,1120.8,1120.8,1148.66,1117.2,1138.78,6170840000.0
2010-05-19,1115.05,1115.05,1124.27,1100.66,1119.57,6765800000.0
2010-05-20,1071.59,1071.59,1107.34,1071.58,1107.34,8328570000.0
2010-05-21,1087.69,1087.69,1090.16,1055.9,1067.26,5452130000.0
2010-05-24,1073.65,1073.65,1089.95,1072.7,1084.78,5224040000.0
2010-05-25,1074.03,1074.03,1074.75,1040.78,1067.42,7329580000.0
2010-05-26,1067.95,1067.95,1090.75,1065.59,1075.51,4521050000.0
2010-05-27,1103.06,1103.06,1103.52,1074.27,1074.27,5698460000.0
2010-05-28,1089.41,1089.41,1102.59,1084.78,1102.59,4871210000.0
2010-06-01,1070.71,1070.71,1094.77,1069.89,1087.3,5271480000.0
